"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"9009","G17018909504004","171899504004","72","7"
"9010","G17018909504005","171899504005","63","6"
"9011","G17019109549001","171919549001","84","8"
"9012","G17019109549002","171919549002","82","8"
"9013","G17019109549003","171919549003","82","8"
"9014","G17019109549004","171919549004","93","10"
"9015","G17019109550001","171919550001","92","10"
"9016","G17019109550002","171919550002","83","8"
"9017","G17019109550003","171919550003","75","7"
"9018","G17019109550004","171919550004","78","8"
"9019","G17019109550005","171919550005","90","9"
"9020","G17019109551001","171919551001","90","9"
"9021","G17019109551002","171919551002","91","9"
"9022","G17019109551003","171919551003","96","10"
"9023","G17019109552001","171919552001","97","10"
"9024","G17019109552002","171919552002","97","10"
"9025","G17019109552003","171919552003","91","9"
"9026","G17019109553001","171919553001","88","9"
"9027","G17019109553002","171919553002","90","9"
"9028","G17019109553003","171919553003","87","9"
"9029","G17019109553004","171919553004","89","9"
"9030","G17019309580001","171939580001","99","10"
"9031","G17019309580002","171939580002","99","10"
"9032","G17019309580003","171939580003","99","10"
"9033","G17019309581001","171939581001","96","10"
"9034","G17019309581002","171939581002","85","9"
"9035","G17019309581003","171939581003","87","9"
"9036","G17019309581004","171939581004","82","8"
"9037","G17019309582001","171939582001","89","9"
"9038","G17019309582002","171939582002","89","9"
"9039","G17019309582003","171939582003","86","9"
"9040","G17019309583001","171939583001","87","9"
"9041","G17019309583002","171939583002","97","10"
"9042","G17019309583003","171939583003","69","7"
"9043","G17019309584001","171939584001","92","10"
"9044","G17019309584002","171939584002","95","10"
"9045","G17019309584003","171939584003","79","8"
"9046","G17019500001001","171950001001","57","5"
"9047","G17019500001002","171950001002","81","8"
"9048","G17019500001003","171950001003","59","5"
"9049","G17019500001004","171950001004","74","7"
"9050","G17019500002001","171950002001","64","6"
"9051","G17019500002002","171950002002","58","5"
"9052","G17019500002003","171950002003","68","7"
"9053","G17019500003001","171950003001","88","9"
"9054","G17019500003002","171950003002","85","9"
"9055","G17019500003003","171950003003","73","7"
"9056","G17019500003004","171950003004","86","9"
"9057","G17019500004001","171950004001","70","7"
"9058","G17019500004002","171950004002","57","5"
"9059","G17019500004003","171950004003","54","5"
"9060","G17019500004004","171950004004","77","8"
"9061","G17019500005001","171950005001","82","8"
"9062","G17019500005002","171950005002","89","9"
"9063","G17019500005003","171950005003","93","10"
"9064","G17019500006001","171950006001","61","6"
"9065","G17019500006002","171950006002","76","7"
"9066","G17019500006003","171950006003","71","7"
"9067","G17019500006004","171950006004","87","9"
"9068","G17019500007001","171950007001","83","8"
"9069","G17019500007002","171950007002","70","7"
"9070","G17019500008001","171950008001","59","5"
"9071","G17019500008002","171950008002","72","7"
"9072","G17019500008003","171950008003","92","10"
"9073","G17019500009001","171950009001","83","8"
"9074","G17019500009002","171950009002","86","9"
"9075","G17019500009003","171950009003","44","4"
"9076","G17019500009004","171950009004","50","4"
"9077","G17019500010001","171950010001","94","10"
"9078","G17019500010002","171950010002","96","10"
"9079","G17019500010003","171950010003","96","10"
"9080","G17019500010004","171950010004","91","9"
"9081","G17019500011011","171950011011","86","9"
"9082","G17019500011012","171950011012","75","7"
"9083","G17019500011013","171950011013","67","6"
"9084","G17019500011021","171950011021","95","10"
"9085","G17019500011022","171950011022","92","10"
"9086","G17019500012001","171950012001","82","8"
"9087","G17019500012002","171950012002","92","10"
"9088","G17019500012003","171950012003","93","10"
"9089","G17019500012004","171950012004","92","10"
"9090","G17019500013001","171950013001","82","8"
"9091","G17019500013002","171950013002","89","9"
"9092","G17019500013003","171950013003","92","10"
"9093","G17019500014001","171950014001","93","10"
"9094","G17019500014002","171950014002","70","7"
"9095","G17019500015001","171950015001","95","10"
"9096","G17019500015002","171950015002","95","10"
"9097","G17019500015003","171950015003","98","10"
"9098","G17019500015004","171950015004","96","10"
"9099","G17019500016001","171950016001","92","10"
"9100","G17019500016002","171950016002","94","10"
"9101","G17019500016003","171950016003","85","9"
"9102","G17019500017001","171950017001","98","10"
"9103","G17019500017002","171950017002","98","10"
"9104","G17019500017003","171950017003","98","10"
"9105","G17019500018001","171950018001","63","6"
"9106","G17019500018002","171950018002","67","6"
"9107","G17019708801051","171978801051","42","3"
"9108","G17019708801052","171978801052","45","4"
"9109","G17019708801053","171978801053","45","4"
"9110","G17019708801054","171978801054","40","3"
"9111","G17019708801061","171978801061","64","6"
"9112","G17019708801062","171978801062","50","4"
"9113","G17019708801063","171978801063","63","6"
"9114","G17019708801071","171978801071","47","4"
"9115","G17019708801072","171978801072","60","6"
"9116","G17019708801073","171978801073","51","5"
"9117","G17019708801074","171978801074","56","5"
"9118","G17019708801091","171978801091","44","4"
"9119","G17019708801092","171978801092","30","2"
"9120","G17019708801093","171978801093","63","6"
"9121","G17019708801094","171978801094","44","4"
"9122","G17019708801111","171978801111","59","5"
"9123","G17019708801112","171978801112","59","5"
"9124","G17019708801113","171978801113","57","5"
"9125","G17019708801121","171978801121","59","5"
"9126","G17019708801122","171978801122","50","4"
"9127","G17019708801131","171978801131","63","6"
"9128","G17019708801132","171978801132","52","5"
"9129","G17019708801133","171978801133","70","7"
"9130","G17019708801141","171978801141","50","4"
"9131","G17019708801142","171978801142","33","2"
"9132","G17019708801151","171978801151","72","7"
"9133","G17019708801152","171978801152","56","5"
"9134","G17019708801161","171978801161","45","4"
"9135","G17019708801162","171978801162","46","4"
"9136","G17019708801171","171978801171","51","5"
"9137","G17019708801172","171978801172","48","4"
"9138","G17019708801173","171978801173","63","6"
"9139","G17019708801181","171978801181","11","1"
"9140","G17019708801182","171978801182","10","1"
"9141","G17019708801183","171978801183","12","1"
"9142","G17019708801184","171978801184","18","1"
"9143","G17019708801191","171978801191","35","3"
"9144","G17019708801192","171978801192","12","1"
"9145","G17019708801193","171978801193","13","1"
"9146","G17019708801221","171978801221","33","2"
"9147","G17019708801222","171978801222","34","3"
"9148","G17019708801223","171978801223","27","2"
"9149","G17019708801231","171978801231","30","2"
"9150","G17019708801232","171978801232","36","3"
"9151","G17019708801241","171978801241","43","4"
"9152","G17019708801242","171978801242","34","3"
"9153","G17019708801251","171978801251","27","2"
"9154","G17019708801252","171978801252","33","2"
"9155","G17019708801253","171978801253","29","2"
"9156","G17019708802021","171978802021","44","4"
"9157","G17019708802022","171978802022","72","7"
"9158","G17019708802023","171978802023","46","4"
"9159","G17019708802031","171978802031","67","6"
"9160","G17019708802032","171978802032","61","6"
"9161","G17019708802033","171978802033","54","5"
"9162","G17019708802041","171978802041","49","4"
"9163","G17019708802042","171978802042","54","5"
"9164","G17019708802043","171978802043","53","5"
"9165","G17019708803031","171978803031","26","2"
"9166","G17019708803032","171978803032","24","2"
"9167","G17019708803033","171978803033","24","2"
"9168","G17019708803041","171978803041","9","1"
"9169","G17019708803042","171978803042","11","1"
"9170","G17019708803043","171978803043","21","1"
"9171","G17019708803044","171978803044","17","1"
"9172","G17019708803051","171978803051","11","1"
"9173","G17019708803052","171978803052","11","1"
"9174","G17019708803053","171978803053","14","1"
"9175","G17019708803054","171978803054","11","1"
"9176","G17019708803071","171978803071","14","1"
"9177","G17019708803072","171978803072","41","3"
"9178","G17019708803073","171978803073","19","1"
"9179","G17019708803091","171978803091","12","1"
"9180","G17019708803092","171978803092","24","2"
"9181","G17019708803093","171978803093","14","1"
"9182","G17019708803094","171978803094","12","1"
"9183","G17019708803141","171978803141","22","2"
"9184","G17019708803142","171978803142","30","2"
"9185","G17019708803143","171978803143","19","1"
"9186","G17019708803144","171978803144","24","2"
"9187","G17019708803151","171978803151","23","2"
"9188","G17019708803152","171978803152","27","2"
"9189","G17019708803161","171978803161","6","1"
"9190","G17019708803162","171978803162","7","1"
"9191","G17019708803171","171978803171","22","2"
"9192","G17019708803172","171978803172","16","1"
"9193","G17019708803181","171978803181","17","1"
"9194","G17019708803182","171978803182","13","1"
"9195","G17019708803191","171978803191","33","2"
"9196","G17019708803192","171978803192","25","2"
"9197","G17019708803193","171978803193","14","1"
"9198","G17019708803201","171978803201","21","1"
"9199","G17019708803202","171978803202","24","2"
"9200","G17019708803211","171978803211","20","1"
"9201","G17019708803212","171978803212","40","3"
"9202","G17019708803221","171978803221","14","1"
"9203","G17019708803222","171978803222","8","1"
"9204","G17019708803223","171978803223","8","1"
"9205","G17019708803231","171978803231","11","1"
"9206","G17019708803232","171978803232","18","1"
"9207","G17019708803241","171978803241","21","1"
"9208","G17019708803242","171978803242","30","2"
"9209","G17019708803243","171978803243","40","3"
"9210","G17019708803251","171978803251","40","3"
"9211","G17019708803252","171978803252","38","3"
"9212","G17019708803261","171978803261","42","3"
"9213","G17019708803262","171978803262","36","3"
"9214","G17019708804081","171978804081","42","3"
"9215","G17019708804082","171978804082","43","4"
"9216","G17019708804083","171978804083","48","4"
"9217","G17019708804111","171978804111","31","2"
"9218","G17019708804112","171978804112","50","4"
"9219","G17019708804121","171978804121","49","4"
"9220","G17019708804122","171978804122","58","5"
"9221","G17019708804123","171978804123","46","4"
"9222","G17019708804141","171978804141","50","4"
"9223","G17019708804142","171978804142","51","5"
"9224","G17019708804143","171978804143","47","4"
"9225","G17019708804161","171978804161","46","4"
"9226","G17019708804162","171978804162","41","3"
"9227","G17019708804171","171978804171","51","5"
"9228","G17019708804172","171978804172","46","4"
"9229","G17019708804181","171978804181","32","2"
"9230","G17019708804182","171978804182","35","3"
"9231","G17019708804183","171978804183","26","2"
"9232","G17019708804211","171978804211","34","3"
"9233","G17019708804212","171978804212","47","4"
"9234","G17019708804213","171978804213","23","2"
"9235","G17019708804214","171978804214","34","3"
"9236","G17019708804221","171978804221","36","3"
"9237","G17019708804222","171978804222","27","2"
"9238","G17019708804231","171978804231","38","3"
"9239","G17019708804241","171978804241","22","2"
"9240","G17019708804242","171978804242","23","2"
"9241","G17019708804251","171978804251","40","3"
"9242","G17019708804252","171978804252","42","3"
"9243","G17019708804261","171978804261","42","3"
"9244","G17019708804262","171978804262","59","5"
"9245","G17019708804263","171978804263","26","2"
"9246","G17019708804271","171978804271","58","5"
"9247","G17019708804281","171978804281","44","4"
"9248","G17019708804282","171978804282","41","3"
"9249","G17019708804283","171978804283","46","4"
"9250","G17019708804291","171978804291","34","3"
"9251","G17019708804292","171978804292","36","3"
"9252","G17019708804293","171978804293","37","3"
"9253","G17019708804301","171978804301","36","3"
"9254","G17019708804302","171978804302","29","2"
"9255","G17019708804311","171978804311","46","4"
"9256","G17019708804312","171978804312","46","4"
"9257","G17019708804313","171978804313","39","3"
"9258","G17019708804321","171978804321","42","3"
"9259","G17019708804322","171978804322","37","3"
